customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
CUST01405,Female,1,Yes,Yes,53,Yes,No internet service,One year,Mailed check,90.19,4780.07,No,No internet service,No,No,No,No internet service,No,No,No
CUST01406,Male,0,Yes,No,15,Yes,DSL,Month-to-month,Electronic check,53.24,798.6,No,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,Yes
CUST01407,Male,0,No,No,23,Yes,No internet service,Two year,Mailed check,55.22,1270.06,No,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes
CUST01408,Female,0,No,No,22,Yes,Fiber optic,Two year,Mailed check,84.22,1852.84,No,No internet service,No internet service,Yes,Yes,No,No internet service,Yes,Yes
CUST01409,Female,0,Yes,Yes,40,Yes,DSL,One year,Mailed check,18.25,730.0,No,Yes,Yes,No internet service,No,Yes,No,No internet service,Yes
CUST01410,Female,0,No,No,32,Yes,Fiber optic,Two year,Credit card (automatic),57.34,1834.88,No,Yes,No internet service,Yes,No,No,No,No,Yes
CUST01411,Male,0,Yes,No,41,Yes,Fiber optic,Month-to-month,Mailed check,111.35,4565.35,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,No,Yes
CUST01412,Female,0,No,No,47,Yes,No internet service,Month-to-month,Electronic check,55.48,2607.56,Yes,No,No internet service,Yes,Yes,No internet service,No,Yes,No
CUST01413,Male,0,Yes,No,17,Yes,DSL,Month-to-month,Electronic check,24.31,413.27,Yes,No,No,Yes,Yes,No internet service,Yes,No,Yes
CUST01414,Male,0,No,Yes,62,Yes,Fiber optic,Month-to-month,Credit card (automatic),53.6,3323.2,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST01415,Male,0,No,Yes,10,Yes,Fiber optic,Month-to-month,Credit card (automatic),103.27,1032.7,Yes,No internet service,No,No,Yes,Yes,No,Yes,No
CUST01416,Male,0,No,No,23,Yes,No internet service,Two year,Bank transfer (automatic),41.05,944.15,No,No,Yes,Yes,Yes,No internet service,No,No,No
CUST01417,Male,0,No,No,60,Yes,DSL,Month-to-month,Mailed check,18.25,1095.0,No,No internet service,Yes,No,Yes,Yes,No internet service,No internet service,Yes
CUST01418,Male,0,No,No,63,Yes,No internet service,Month-to-month,Credit card (automatic),49.99,3149.37,No,No,No internet service,Yes,No internet service,No internet service,No,No,Yes
CUST01419,Male,0,Yes,No,35,Yes,No internet service,Month-to-month,Bank transfer (automatic),21.86,765.1,No,No,No internet service,No,Yes,Yes,No,No,No
CUST01420,Male,0,No,No,52,Yes,DSL,Two year,Credit card (automatic),18.25,949.0,No,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes
CUST01421,Male,0,No,No,46,Yes,No internet service,Month-to-month,Bank transfer (automatic),86.61,3984.06,No,No,Yes,No,No internet service,No,No,Yes,Yes
CUST01422,Female,0,Yes,Yes,51,Yes,No internet service,Month-to-month,Mailed check,95.44,4867.44,Yes,No internet service,Yes,No,No internet service,Yes,No,Yes,Yes
CUST01423,Female,0,No,No,56,Yes,DSL,Month-to-month,Mailed check,76.57,4287.92,No,Yes,No internet service,No internet service,No,Yes,Yes,No,Yes
CUST01424,Male,0,No,No,22,Yes,Fiber optic,Month-to-month,Electronic check,90.8,1997.6,Yes,Yes,No internet service,No,No internet service,No,No internet service,No,Yes
CUST01425,Female,0,Yes,No,58,Yes,Fiber optic,Two year,Electronic check,51.81,3004.98,No,No,No internet service,Yes,No,No,Yes,Yes,Yes
CUST01426,Female,1,No,No,68,Yes,DSL,Two year,Bank transfer (automatic),104.55,7109.4,No,No,Yes,Yes,No,No internet service,Yes,No,Yes
CUST01427,Female,0,No,No,55,No,DSL,Month-to-month,Credit card (automatic),45.15,2483.25,No,Yes,Yes,No internet service,No,No,No,No,No
CUST01428,Male,1,Yes,No,41,Yes,DSL,Two year,Bank transfer (automatic),64.02,2624.82,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST01429,Male,0,No,No,17,Yes,DSL,One year,Mailed check,38.69,657.73,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,No
CUST01430,Female,0,No,No,70,Yes,Fiber optic,Two year,Electronic check,21.94,1535.8,No,Yes,Yes,Yes,No,No,No,Yes,Yes
CUST01431,Male,0,Yes,No,32,Yes,DSL,Month-to-month,Electronic check,44.92,1437.44,Yes,No,No,No,No,No internet service,No,No internet service,No
CUST01432,Male,0,No,No,2,Yes,No internet service,Month-to-month,Mailed check,118.75,237.5,No,Yes,No internet service,No internet service,Yes,No,No,No internet service,Yes
CUST01433,Male,1,Yes,Yes,27,Yes,Fiber optic,Month-to-month,Mailed check,110.0,2970.0,Yes,Yes,No,Yes,No,No,No internet service,Yes,Yes
CUST01434,Male,0,Yes,Yes,0,Yes,DSL,One year,Bank transfer (automatic),87.25,87.25,No,No,No internet service,No,No,Yes,No,No,Yes
CUST01435,Female,0,No,Yes,62,No,Fiber optic,Month-to-month,Electronic check,51.14,3170.68,No,No,Yes,Yes,No,Yes,No,No internet service,Yes
CUST01436,Female,0,Yes,Yes,46,Yes,Fiber optic,Month-to-month,Credit card (automatic),50.46,2321.16,No,No,Yes,No,No internet service,Yes,No,No,No
CUST01437,Female,0,Yes,No,36,No,No internet service,Month-to-month,Mailed check,115.4,4154.4,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Yes
CUST01438,Female,0,No,No,47,Yes,DSL,One year,Credit card (automatic),64.67,3039.49,No,No internet service,No internet service,No internet service,Yes,No,Yes,No,Yes
CUST01439,Male,0,Yes,No,18,Yes,DSL,Month-to-month,Mailed check,87.72,1578.96,Yes,No internet service,Yes,Yes,Yes,No internet service,No,Yes,Yes
CUST01440,Male,0,Yes,No,13,Yes,No internet service,One year,Electronic check,47.39,616.07,No,No,Yes,No,No,Yes,No internet service,No internet service,Yes
CUST01441,Male,0,No,No,66,Yes,No internet service,Two year,Credit card (automatic),55.08,3635.28,No,No internet service,Yes,Yes,No internet service,No,Yes,No internet service,Yes
CUST01442,Male,0,No,No,64,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),87.42,5594.88,Yes,Yes,No,No,No,No,No internet service,No,No
CUST01443,Male,0,No,Yes,25,Yes,Fiber optic,One year,Mailed check,41.94,1048.5,No,No,Yes,Yes,Yes,Yes,Yes,No,No
CUST01444,Male,1,Yes,Yes,9,Yes,DSL,Month-to-month,Mailed check,74.45,670.05,No,No internet service,No,No,Yes,Yes,Yes,Yes,No
CUST01445,Male,0,No,No,69,Yes,Fiber optic,Two year,Electronic check,42.99,2966.31,No,No,Yes,No internet service,Yes,No,No internet service,No internet service,Yes
CUST01446,Male,1,No,No,42,Yes,DSL,Month-to-month,Bank transfer (automatic),79.31,3331.02,Yes,Yes,Yes,Yes,No internet service,Yes,No internet service,No internet service,Yes
CUST01447,Male,1,No,Yes,69,Yes,DSL,One year,Credit card (automatic),42.09,2904.21,No,Yes,Yes,No,No,No,No internet service,Yes,No
CUST01448,Male,0,Yes,No,71,Yes,No internet service,Two year,Electronic check,116.58,8277.18,No,No,No internet service,Yes,No,No,No,No,No
CUST01449,Female,0,No,No,58,Yes,DSL,Two year,Electronic check,62.07,3600.06,No,No internet service,Yes,Yes,No internet service,Yes,Yes,No internet service,Yes
CUST01450,Female,0,Yes,No,2,No,Fiber optic,One year,Credit card (automatic),87.23,174.46,No,No,Yes,No,No,No,No internet service,No,Yes
CUST01451,Male,0,Yes,Yes,4,Yes,No internet service,Month-to-month,Electronic check,63.38,253.52,Yes,No,No,No,No,Yes,No internet service,No,No
CUST01452,Male,1,Yes,No,36,Yes,DSL,One year,Bank transfer (automatic),48.96,1762.56,No,Yes,Yes,Yes,Yes,No internet service,No,No internet service,Yes
CUST01453,Male,0,Yes,No,51,Yes,No internet service,Two year,Mailed check,81.23,4142.73,No,No,No internet service,Yes,No,No internet service,Yes,No internet service,No
CUST01454,Female,0,No,No,65,Yes,No internet service,One year,Bank transfer (automatic),98.61,6409.65,No,No internet service,Yes,No,No,No,Yes,No internet service,Yes
CUST01455,Male,0,Yes,No,62,Yes,Fiber optic,Month-to-month,Mailed check,20.55,1274.1,Yes,No,No internet service,No internet service,Yes,No,No internet service,No internet service,No
CUST01456,Female,0,No,No,6,Yes,DSL,Two year,Electronic check,67.93,407.58,No,No,No,Yes,No,Yes,Yes,No internet service,Yes
CUST01457,Male,0,No,No,52,Yes,DSL,One year,Electronic check,60.76,3159.52,No,Yes,No,Yes,No,Yes,No,No,Yes
CUST01458,Female,0,No,No,5,Yes,Fiber optic,One year,Bank transfer (automatic),70.29,351.45,No,Yes,No internet service,No,No,Yes,No internet service,No internet service,No
CUST01459,Male,1,Yes,No,6,Yes,DSL,Month-to-month,Bank transfer (automatic),104.62,627.72,No,Yes,No internet service,Yes,No internet service,No,No,Yes,Yes
CUST01460,Female,0,No,No,43,Yes,DSL,One year,Bank transfer (automatic),88.49,3805.07,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Yes,No
CUST01461,Male,0,No,No,17,Yes,No internet service,Month-to-month,Bank transfer (automatic),98.7,1677.9,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Yes,No
CUST01462,Female,1,No,No,53,Yes,DSL,One year,Electronic check,71.89,3810.17,No,Yes,No internet service,Yes,Yes,Yes,No internet service,No internet service,No
CUST01463,Male,0,No,No,28,Yes,Fiber optic,Month-to-month,Electronic check,50.99,1427.72,Yes,No,No internet service,Yes,Yes,No,No internet service,Yes,No
CUST01464,Male,0,Yes,Yes,24,Yes,DSL,One year,Credit card (automatic),18.25,438.0,No,Yes,Yes,No internet service,No,No internet service,No,No,Yes
CUST01465,Male,0,No,Yes,62,Yes,Fiber optic,Two year,Mailed check,106.46,6600.52,Yes,No internet service,No internet service,No internet service,No internet service,No,No,No internet service,No
CUST01466,Female,0,Yes,No,67,Yes,No internet service,Month-to-month,Electronic check,18.25,1222.75,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,No,No
CUST01467,Female,0,Yes,Yes,12,Yes,DSL,Two year,Electronic check,111.63,1339.56,No,Yes,No,No,No,No,No,Yes,No
CUST01468,Female,0,No,No,31,Yes,DSL,Month-to-month,Electronic check,86.23,2673.13,No,Yes,No internet service,No,No,No internet service,No internet service,Yes,Yes
CUST01469,Female,0,Yes,Yes,26,Yes,Fiber optic,Two year,Mailed check,118.75,3087.5,No,Yes,No,No internet service,Yes,No,No,Yes,Yes
CUST01470,Male,0,No,No,50,Yes,Fiber optic,Two year,Credit card (automatic),71.97,3598.5,No,Yes,Yes,No,No,Yes,No,No internet service,Yes
CUST01471,Male,0,No,No,33,Yes,Fiber optic,One year,Credit card (automatic),79.01,2607.33,No,No,No internet service,No,No internet service,No internet service,No internet service,No,No
CUST01472,Male,0,Yes,No,27,No,DSL,One year,Credit card (automatic),58.44,1577.88,No,No,Yes,Yes,No,No internet service,Yes,No internet service,Yes
CUST01473,Female,1,No,Yes,72,No,DSL,Two year,Credit card (automatic),66.27,4771.44,No,No internet service,No internet service,No,Yes,No internet service,Yes,No internet service,Yes
CUST01474,Male,0,No,No,71,Yes,No internet service,Month-to-month,Credit card (automatic),42.26,3000.46,No,Yes,No internet service,No,No internet service,No,No,No,Yes
CUST01475,Female,0,No,No,29,Yes,No internet service,Month-to-month,Mailed check,60.48,1753.92,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No
CUST01476,Female,0,Yes,Yes,8,Yes,Fiber optic,One year,Electronic check,38.6,308.8,No,No,No internet service,Yes,No internet service,No,Yes,Yes,Yes
CUST01477,Female,0,No,No,12,Yes,No internet service,Two year,Credit card (automatic),65.39,784.68,No,Yes,Yes,No,Yes,No internet service,No,Yes,Yes
CUST01478,Male,0,No,Yes,63,Yes,Fiber optic,Two year,Electronic check,63.23,3983.49,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CUST01479,Female,0,Yes,Yes,37,Yes,Fiber optic,Two year,Electronic check,63.39,2345.43,Yes,No internet service,No,No internet service,No,No,Yes,No internet service,No
CUST01480,Female,0,Yes,No,21,Yes,DSL,Month-to-month,Electronic check,61.29,1287.09,No,No internet service,No internet service,Yes,No,No internet service,No,No internet service,Yes
CUST01481,Female,0,No,No,30,Yes,Fiber optic,Two year,Mailed check,45.46,1363.8,No,Yes,No,No,No,Yes,No internet service,Yes,Yes
CUST01482,Female,1,No,No,41,Yes,Fiber optic,Month-to-month,Electronic check,80.79,3312.39,No,Yes,No,No,No,No,No internet service,No internet service,Yes
CUST01483,Female,0,No,No,61,No,DSL,Month-to-month,Electronic check,73.45,4480.45,No,Yes,No,No internet service,Yes,No internet service,Yes,Yes,Yes
CUST01484,Male,0,No,Yes,63,Yes,Fiber optic,Month-to-month,Mailed check,72.29,4554.27,Yes,No,Yes,No,No,No internet service,No,Yes,Yes
CUST01485,Female,0,No,No,8,Yes,No internet service,Month-to-month,Credit card (automatic),35.75,286.0,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Yes
CUST01486,Female,0,No,No,43,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),84.2,3620.6,No,No internet service,No internet service,No internet service,No,No internet service,Yes,No,No
CUST01487,Female,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,Credit card (automatic),41.09,2547.58,Yes,No,No internet service,No,No internet service,Yes,No internet service,No,Yes
CUST01488,Female,0,Yes,No,39,Yes,No internet service,One year,Electronic check,48.32,1884.48,Yes,Yes,No internet service,Yes,No,Yes,No,Yes,Yes
CUST01489,Male,0,No,No,40,Yes,DSL,Month-to-month,Electronic check,66.75,2670.0,No,No internet service,No,Yes,No,Yes,Yes,Yes,Yes
CUST01490,Female,0,Yes,Yes,71,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),98.5,6993.5,No,Yes,No,No,Yes,Yes,Yes,No internet service,No
CUST01491,Male,1,Yes,No,49,No,No internet service,Month-to-month,Mailed check,27.77,1360.73,No,No,No,No,No,No,Yes,No internet service,Yes
CUST01492,Female,1,Yes,No,19,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),34.34,652.46,No,No,No internet service,No,Yes,No internet service,No internet service,No internet service,No
CUST01493,Female,1,No,No,69,Yes,DSL,Month-to-month,Credit card (automatic),18.25,1259.25,Yes,Yes,Yes,No,Yes,No,No internet service,Yes,No
CUST01494,Female,0,Yes,Yes,41,Yes,DSL,Month-to-month,Bank transfer (automatic),79.19,3246.79,No,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes
CUST01495,Male,0,Yes,Yes,32,Yes,No internet service,One year,Credit card (automatic),53.88,1724.16,No,No internet service,Yes,No,Yes,No internet service,No internet service,No internet service,Yes
CUST01496,Male,0,Yes,No,62,Yes,Fiber optic,One year,Mailed check,76.73,4757.26,No,No,No,Yes,No,Yes,No,No,Yes
CUST01497,Female,0,No,No,56,Yes,No internet service,One year,Electronic check,74.15,4152.4,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
CUST01498,Male,0,Yes,No,64,No,Fiber optic,Month-to-month,Mailed check,87.64,5608.96,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,No,No
CUST01499,Male,0,No,No,51,Yes,Fiber optic,Month-to-month,Electronic check,64.04,3266.04,Yes,No internet service,No internet service,No,No internet service,No,No,Yes,No
CUST01500,Male,0,No,Yes,5,No,No internet service,Two year,Electronic check,42.72,213.6,No,No,No,Yes,No internet service,Yes,No,No internet service,No
CUST01501,Female,0,Yes,No,6,No,Fiber optic,Month-to-month,Electronic check,70.96,425.76,No,No internet service,No,No internet service,Yes,Yes,Yes,No,Yes
CUST01502,Male,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Mailed check,76.44,611.52,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,Yes
CUST01503,Male,0,No,No,60,Yes,Fiber optic,Month-to-month,Electronic check,53.55,3213.0,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No,No
CUST01504,Male,1,Yes,No,33,Yes,No internet service,Month-to-month,Electronic check,66.73,2202.09,No,No internet service,Yes,No,Yes,No,Yes,No internet service,No
CUST01505,Male,1,No,No,34,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),23.65,804.1,No,No internet service,No internet service,No,No,Yes,Yes,No,No
CUST01506,Male,0,No,Yes,19,No,Fiber optic,Month-to-month,Bank transfer (automatic),25.83,490.77,No,No internet service,No,No internet service,No,No internet service,No,Yes,Yes
CUST01507,Male,1,No,No,57,No,DSL,One year,Bank transfer (automatic),18.25,1040.25,No,No,No,No,No,No internet service,No,Yes,No
CUST01508,Female,0,No,Yes,59,Yes,No internet service,Month-to-month,Bank transfer (automatic),72.66,4286.94,Yes,No internet service,No,No,No internet service,No internet service,Yes,Yes,No
CUST01509,Female,0,Yes,Yes,53,Yes,DSL,One year,Electronic check,86.2,4568.6,No,No,No internet service,Yes,No,Yes,No,No,No
CUST01510,Male,1,No,No,34,Yes,Fiber optic,Two year,Electronic check,21.23,721.82,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes
CUST01511,Male,0,No,Yes,46,Yes,Fiber optic,Two year,Electronic check,68.83,3166.18,No,No internet service,No,No internet service,No internet service,No,Yes,No internet service,No
CUST01512,Female,1,No,No,45,Yes,Fiber optic,One year,Credit card (automatic),77.41,3483.45,No,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,No
CUST01513,Male,0,No,No,3,Yes,Fiber optic,Two year,Bank transfer (automatic),52.02,156.06,No,No,No internet service,No,No,Yes,No,Yes,Yes
CUST01514,Female,0,No,Yes,9,No,DSL,Month-to-month,Electronic check,112.05,1008.45,Yes,No,No,Yes,No internet service,Yes,No,Yes,No
CUST01515,Male,0,No,No,39,Yes,Fiber optic,Month-to-month,Mailed check,20.29,791.31,No,No internet service,No internet service,No internet service,Yes,No internet service,No,No internet service,Yes
CUST01516,Female,0,Yes,No,54,Yes,Fiber optic,Month-to-month,Credit card (automatic),52.67,2844.18,No,No internet service,Yes,No,Yes,No,Yes,Yes,No
CUST01517,Female,0,Yes,No,72,Yes,No internet service,One year,Bank transfer (automatic),18.25,1314.0,No,Yes,No internet service,No,Yes,No,No internet service,No internet service,No
CUST01518,Male,0,No,Yes,39,Yes,DSL,Two year,Credit card (automatic),74.37,2900.43,No,No internet service,No internet service,No internet service,No,No internet service,Yes,No,No
CUST01519,Male,0,Yes,Yes,22,Yes,No internet service,Month-to-month,Electronic check,42.04,924.88,Yes,Yes,Yes,Yes,No,No,No internet service,No,Yes
CUST01520,Male,0,No,Yes,14,Yes,Fiber optic,Two year,Electronic check,18.25,255.5,Yes,Yes,No internet service,Yes,Yes,No internet service,No,No internet service,No
CUST01521,Female,0,Yes,Yes,4,Yes,No internet service,Month-to-month,Bank transfer (automatic),81.82,327.28,No,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes
CUST01522,Female,0,No,No,39,Yes,Fiber optic,Two year,Bank transfer (automatic),59.29,2312.31,No,Yes,No internet service,No internet service,Yes,Yes,Yes,No,Yes
CUST01523,Female,0,No,No,17,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),54.79,931.43,Yes,No internet service,No,No internet service,Yes,Yes,Yes,No internet service,No
CUST01524,Female,0,No,No,20,Yes,No internet service,Month-to-month,Mailed check,97.82,1956.4,Yes,Yes,Yes,No internet service,No,No,No internet service,No internet service,No
CUST01525,Female,0,Yes,Yes,2,Yes,No internet service,Month-to-month,Mailed check,40.56,81.12,No,No internet service,No,Yes,Yes,No,No,No,Yes
CUST01526,Male,0,Yes,No,45,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),83.32,3749.4,Yes,No internet service,No,No internet service,Yes,No,No internet service,No,No
CUST01527,Female,0,Yes,No,52,Yes,DSL,Month-to-month,Electronic check,87.68,4559.36,No,No internet service,Yes,Yes,Yes,No,No,No internet service,Yes
CUST01528,Female,1,Yes,No,19,Yes,Fiber optic,Month-to-month,Mailed check,47.12,895.28,Yes,No internet service,No,Yes,Yes,No internet service,Yes,No internet service,No
CUST01529,Male,0,No,No,58,Yes,Fiber optic,Two year,Credit card (automatic),64.25,3726.5,No,No internet service,No,Yes,Yes,No,Yes,Yes,Yes
CUST01530,Male,0,No,No,20,Yes,DSL,Month-to-month,Electronic check,114.36,2287.2,No,No,No internet service,No,Yes,No,Yes,Yes,Yes
CUST01531,Female,0,Yes,No,50,No,DSL,Month-to-month,Mailed check,33.71,1685.5,No,No internet service,No,No,No internet service,No,Yes,No,Yes
CUST01532,Female,0,No,No,24,Yes,No internet service,One year,Bank transfer (automatic),80.65,1935.6,No,No internet service,Yes,No,No internet service,No,No internet service,No,Yes
CUST01533,Male,0,Yes,No,67,Yes,DSL,One year,Credit card (automatic),65.86,4412.62,No,Yes,No internet service,No internet service,Yes,No,No,No,Yes
CUST01534,Male,0,No,No,9,Yes,Fiber optic,Month-to-month,Mailed check,102.12,919.08,Yes,Yes,No internet service,No,Yes,No internet service,No,Yes,No
CUST01535,Female,0,No,Yes,66,Yes,DSL,Month-to-month,Mailed check,62.99,4157.34,No,Yes,No,No,Yes,Yes,No,No internet service,Yes
CUST01536,Female,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Credit card (automatic),84.57,676.56,No,Yes,No internet service,No internet service,No,No,No internet service,No internet service,Yes
CUST01537,Male,0,Yes,Yes,28,Yes,DSL,Month-to-month,Credit card (automatic),18.25,511.0,No,Yes,Yes,No,No,Yes,Yes,No,No
CUST01538,Male,0,No,No,36,Yes,DSL,One year,Bank transfer (automatic),18.25,657.0,No,Yes,Yes,Yes,No internet service,No,Yes,No internet service,Yes
CUST01539,Male,0,Yes,No,70,Yes,Fiber optic,Month-to-month,Mailed check,32.52,2276.4,Yes,No internet service,No,Yes,No internet service,No,No,Yes,Yes
CUST01540,Female,0,No,Yes,37,No,No internet service,Month-to-month,Electronic check,50.75,1877.75,No,No internet service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes
CUST01541,Female,0,No,No,71,Yes,DSL,One year,Bank transfer (automatic),53.37,3789.27,No,Yes,Yes,No internet service,No,Yes,Yes,Yes,No
CUST01542,Female,1,No,No,58,Yes,Fiber optic,Month-to-month,Credit card (automatic),96.77,5612.66,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,No
CUST01543,Male,0,No,No,56,Yes,Fiber optic,One year,Credit card (automatic),52.21,2923.76,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes,Yes
CUST01544,Female,1,No,No,59,Yes,No internet service,Month-to-month,Electronic check,64.71,3817.89,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST01545,Female,0,No,No,27,Yes,Fiber optic,Two year,Mailed check,68.19,1841.13,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST01546,Male,0,No,Yes,27,Yes,Fiber optic,Month-to-month,Mailed check,45.05,1216.35,No,No,No,No internet service,Yes,Yes,No,Yes,No
CUST01547,Female,1,No,Yes,45,Yes,Fiber optic,Two year,Credit card (automatic),63.45,2855.25,No,No,Yes,Yes,Yes,No internet service,No,No,No
CUST01548,Female,0,Yes,No,70,Yes,No internet service,One year,Bank transfer (automatic),95.53,6687.1,No,Yes,Yes,No internet service,No internet service,No internet service,No,Yes,No
CUST01549,Male,0,No,No,66,Yes,DSL,Month-to-month,Mailed check,72.98,4816.68,Yes,No,No,No,No,No,No internet service,No internet service,No
CUST01550,Male,0,No,No,54,Yes,Fiber optic,One year,Electronic check,81.8,4417.2,Yes,Yes,No internet service,No internet service,No internet service,Yes,Yes,No internet service,No
CUST01551,Male,0,No,No,37,Yes,No internet service,Two year,Mailed check,74.0,2738.0,No,No internet service,No,No internet service,No,No internet service,Yes,No,No
CUST01552,Female,0,Yes,Yes,17,Yes,Fiber optic,One year,Electronic check,113.41,1927.97,No,No internet service,No,Yes,No,Yes,Yes,No,No
CUST01553,Female,1,No,No,62,Yes,Fiber optic,Two year,Credit card (automatic),32.43,2010.66,No,Yes,No,No,Yes,No internet service,No internet service,Yes,No
CUST01554,Female,0,Yes,No,4,Yes,Fiber optic,Two year,Bank transfer (automatic),118.75,475.0,No,No internet service,Yes,No internet service,No,No internet service,No,No internet service,Yes
CUST01555,Female,0,Yes,No,43,Yes,Fiber optic,Month-to-month,Mailed check,93.89,4037.27,Yes,No internet service,No,No internet service,No internet service,No,Yes,Yes,Yes
CUST01556,Male,0,Yes,No,28,No,Fiber optic,Month-to-month,Mailed check,99.34,2781.52,Yes,Yes,No,Yes,No,No,No internet service,Yes,No
CUST01557,Female,0,No,No,13,Yes,Fiber optic,One year,Credit card (automatic),103.3,1342.9,No,No,No,No internet service,No,No,No internet service,Yes,Yes
CUST01558,Male,1,No,No,57,Yes,Fiber optic,Month-to-month,Electronic check,95.09,5420.13,Yes,No internet service,No,No internet service,No internet service,No,No,No,No
CUST01559,Female,0,No,No,43,Yes,Fiber optic,Two year,Electronic check,25.3,1087.9,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Yes
CUST01560,Male,0,No,No,17,Yes,No internet service,Two year,Credit card (automatic),30.01,510.17,No,No,No internet service,Yes,No,Yes,Yes,Yes,Yes
CUST01561,Male,0,Yes,No,6,Yes,DSL,Month-to-month,Credit card (automatic),84.98,509.88,Yes,No internet service,Yes,No internet service,No internet service,No,Yes,No,Yes
CUST01562,Female,0,No,No,61,Yes,Fiber optic,Month-to-month,Credit card (automatic),81.33,4961.13,No,No,No,No,No,No internet service,Yes,No internet service,No
CUST01563,Female,1,Yes,No,44,Yes,Fiber optic,Two year,Electronic check,90.57,3985.08,No,No internet service,Yes,No internet service,No,No,No,No internet service,Yes
CUST01564,Male,0,Yes,No,15,Yes,Fiber optic,Month-to-month,Electronic check,65.4,981.0,Yes,No internet service,No,Yes,No,No internet service,Yes,No,Yes
CUST01565,Male,0,No,No,63,Yes,DSL,Two year,Electronic check,24.48,1542.24,No,Yes,Yes,No,No,Yes,No internet service,Yes,No
CUST01566,Female,0,No,No,36,No,Fiber optic,Month-to-month,Electronic check,60.7,2185.2,No,No internet service,No,Yes,No internet service,No internet service,No internet service,Yes,Yes
CUST01567,Male,0,Yes,No,24,Yes,No internet service,One year,Bank transfer (automatic),86.24,2069.76,No,Yes,No internet service,No internet service,No,No,No,No internet service,No
CUST01568,Female,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Electronic check,56.4,451.2,No,Yes,No internet service,No internet service,No internet service,Yes,No,Yes,No
CUST01569,Female,0,No,No,54,Yes,No internet service,One year,Bank transfer (automatic),63.86,3448.44,No,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No
CUST01570,Female,0,No,Yes,27,Yes,No internet service,Month-to-month,Electronic check,64.9,1752.3,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Yes,No
CUST01571,Female,0,No,Yes,8,Yes,DSL,One year,Mailed check,48.34,386.72,No,Yes,No,No,Yes,No internet service,No internet service,No,No
CUST01572,Male,1,Yes,Yes,11,Yes,DSL,Month-to-month,Credit card (automatic),39.58,435.38,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Yes
CUST01573,Male,0,Yes,Yes,17,Yes,No internet service,One year,Electronic check,118.75,2018.75,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No
CUST01574,Male,0,Yes,No,55,Yes,No internet service,Two year,Mailed check,110.76,6091.8,No,Yes,No internet service,No,No internet service,No internet service,Yes,No,Yes
CUST01575,Male,0,Yes,No,57,Yes,DSL,Month-to-month,Electronic check,96.1,5477.7,No,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,No
